TARGET_B,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PCT_MALE_MILITARY,PCT_MALE_VETERANS,PCT_VIETNAM_VETERANS,PCT_WWII_VETERANS,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,PER_CAPITA_INCOME
1,77,63,0,S,1,11,U,F,1,1,P,0,8,1081,474,87,0,24,33,11,1,1,S,4,0.364,9.25,0.455,9.2,8,5,23,62,135,17,7.94,7,11,4,6,6,14,18,77,15312
0,89,55,0,S,2,18,H,M,7,1,B,0,7,1128,449,73,0,23,33,26,0,0,A,2,0.15,17,0,0,3,0,21,52,82,8,10.25,17,20,3,20,6,13,19,81,17257
1,65,,0,S,1,11,U,U,7,1,M,15,7,1689,409,67,0,36,13,50,0,0,A,1,0.136,16.67,0.182,15,3,2,17,44,80,6,13.33,10,20,10,20,5,10,26,65,29672
0,77,68,0,S,1,13,H,F,7,0,M,25,9,2536,1047,98,0,38,23,38,0,0,A,1,0.105,15,0,0,2,0,18,50,82,6,13.67,5,15,10,15,4,9,26,76,63310
0,89,34,0,S,1,11,H,F,4,1,P,0,7,1274,294,43,1,17,54,23,0,0,A,1,0.095,22.5,0,0,2,0,19,50,81,5,16.2,20,25,5,25,5,12,26,81,18367
1,101,49,0,S,1,11,H,M,7,1,B,11,,1633,542,43,0,23,26,8,0,0,A,1,0.133,11,0.167,7,2,1,20,51,43,6,7.17,10,15,5,15,5,12,16,96,23822
0,125,60,0,S,1,14,H,M,3,1,B,14,6,998,413,92,0,18,0,81,0,0,A,1,0.056,15,0,0,1,0,21,48,105,5,21,40,50,10,15,4,9,25,124,19253
0,137,60,0,S,1,14,H,F,3,1,B,1,8,1532,600,99,0,18,57,19,1,4,A,1,0.143,11.67,0.3,11.67,3,3,33,79,195,31,6.29,12,15,3,10,5,11,25,125,18894
0,53,31,0,S,2,18,U,M,,0,N,0,8,1172,492,96,0,32,22,31,1,0,A,3,0.15,16.67,0.182,17.5,3,2,19,47,184,11,16.73,24,29,5,25,6,13,18,52,17730
0,29,63,0,C,2,27,H,M,5,1,P,0,,1480,560,79,0,32,36,20,0,0,N,1,0.1,20,0.25,20,1,1,6,15,20,1,20,0,20,20,20,3,7,24,24,22088
0,29,48,0,C,1,24,H,F,7,0,B,8,,1645,628,96,1,24,42,23,0,0,A,2,0.25,10.33,0.2,5,3,1,9,21,31,3,10.33,10,15,5,11,5,12,15,30,20120
0,53,,0,C,1,22,U,F,,1,N,0,,1205,484,69,2,16,30,14,0,0,A,1,0.3,16.67,0.4,16.5,3,2,12,27,70,5,14,13,18,5,18,5,13,17,50,19961
0,65,49,0,C,1,22,U,F,3,1,P,0,8,1110,413,51,1,23,39,38,1,0,A,1,0.136,41.67,0.091,25,3,1,21,48,280,8,35,25,50,25,50,6,13,18,56,21123
1,65,55,0,C,1,24,H,F,7,0,P,0,,1509,545,90,0,21,32,27,0,0,A,3,0.25,10.75,0.429,10.33,4,3,16,43,63,7,9,7,12,5,11,6,12,23,65,23170
0,77,56,0,C,2,27,H,F,5,1,B,1,,920,441,76,1,20,37,4,1,1,S,2,0.167,9,0.429,9,3,3,18,55,49,7,7,10,15,5,5,5,13,16,76,18074
1,77,47,0,C,1,24,H,M,5,0,M,7,9,1509,545,90,0,21,32,27,1,0,A,1,0.056,16,0.125,16,1,1,21,52,89,8,11.13,11,16,5,16,6,13,20,75,23170
0,77,75,0,C,1,24,H,U,7,1,B,1,9,1668,658,98,0,28,39,20,1,1,S,4,0.381,4.25,0.455,4.6,8,5,22,54,78,22,3.55,2,5,3,3,4,7,20,77,21154
0,125,69,0,C,1,24,H,F,5,1,B,1,,1594,623,97,0,34,55,19,1,0,A,1,0.111,25,0,0,1,0,19,52,160,13,12.31,20,25,5,25,4,8,20,124,22081
0,125,45,0,C,1,24,H,F,7,1,P,0,7,1209,466,97,0,31,17,24,1,0,A,1,0.1,13.5,0,0,2,0,29,62,119,10,11.9,7,17,10,15,6,13,18,124,16254
1,137,45,0,C,1,22,H,F,6,0,B,4,9,1480,560,79,1,24,39,13,1,1,S,4,0.364,8.63,0.636,8.57,8,7,32,83,358,47,7.62,8,11,3,8,5,10,20,130,22088
0,137,72,0,C,1,24,H,F,4,1,P,0,7,1217,426,86,0,26,65,25,1,4,A,1,0.167,8.33,0.25,9,3,2,30,78,186,26,7.15,6,10,4,10,5,12,21,122,17418
1,101,28,0,S,1,11,H,M,6,1,B,2,8,727,350,23,1,24,31,31,0,0,A,2,0.05,12,0,0,1,0,24,60,112,10,11.2,3,13,10,12,6,13,18,88,20399
0,113,82,0,C,1,22,H,M,4,1,B,1,7,930,388,71,0,20,54,22,1,0,A,3,0.263,8,0.455,8,5,5,28,58,98,16,6.13,7,10,3,4,6,12,20,105,17456
0,29,43,0,S,1,14,H,M,5,1,B,2,,1721,618,95,0,17,61,20,1,1,S,4,0.438,5,0.75,5,7,6,12,29,48,9,5.33,7,10,3,5,6,13,17,33,21855
0,41,46,0,C,1,24,U,F,4,1,B,7,,870,445,71,0,14,61,13,0,0,A,1,0.071,16,0,0,1,0,9,23,26,2,13,6,16,10,16,4,10,18,37,17040
1,101,40,0,C,2,27,H,F,7,1,B,8,6,1181,417,93,0,24,58,42,0,0,A,1,0.05,15,0,0,1,0,23,54,59,7,8.43,12,15,3,15,4,9,25,92,13716
0,125,73,0,C,1,24,H,M,4,1,B,2,9,1319,550,93,0,26,38,27,1,0,A,3,0.286,7.33,0.3,7.33,6,3,28,57,81,12,6.75,5,10,5,7,6,11,18,123,21710
0,17,,0,U,1,03,U,F,6,1,B,0,,2766,595,72,0,34,28,43,0,0,F,1,0.2,25,0.5,25,1,1,6,14,25,1,25,0,25,25,25,5,11,17,17,32536
0,41,37,0,S,1,13,U,M,7,0,P,0,9,826,290,52,1,28,22,44,0,0,A,1,0.136,20,0.091,15,3,1,17,42,90,5,18,15,25,10,15,6,14,17,45,10470
0,65,30,0,C,1,22,U,F,,0,N,0,9,2250,170,12,0,24,11,82,1,1,S,4,0.158,10,0.333,10,3,3,20,52,76,9,8.44,17,20,3,10,6,14,15,57,22438
0,89,27,0,C,1,22,U,M,,0,N,0,7,2250,170,12,0,24,11,82,1,1,S,3,0.368,3.57,0.444,3.25,7,4,22,53,64,22,2.91,5,6,1,6,5,12,18,81,22438
0,125,,0,S,1,13,U,F,,0,N,0,9,3120,768,75,1,28,22,44,0,0,A,1,0.091,100,0.182,100,2,2,33,72,707,8,88.38,198,200,2,100,6,13,24,125,41754
0,41,,0,U,1,01,H,M,5,1,P,0,,450,155,49,0,32,32,21,1,0,A,1,0.158,11.67,0.2,12.5,3,2,15,36,61,6,10.17,8,15,7,15,6,12,24,39,9090
0,29,53,0,U,1,02,H,M,5,0,B,0,,1175,546,99,0,23,44,35,0,0,A,1,0.133,15,0.167,20,2,1,9,23,30,2,15,10,20,10,20,4,9,24,32,22172
0,89,75,0,U,1,01,H,U,6,1,P,0,8,1852,352,43,0,18,51,15,1,0,A,1,0.059,20,0,0,1,0,19,52,82,6,13.67,10,20,10,20,4,9,26,81,20666
1,101,49,0,U,1,01,U,F,5,0,P,0,4,2169,862,96,0,24,30,24,1,0,A,1,0.053,18,0,0,1,0,24,69,164,13,12.62,13,18,5,18,5,11,24,92,35357
1,41,82,0,U,1,02,H,F,1,0,B,6,,1401,420,81,0,34,28,6,0,0,A,1,0.091,20,0.091,20,2,1,15,36,97,5,19.4,10,25,15,25,5,12,18,40,17973
0,65,71,0,U,1,03,H,F,4,1,B,15,6,1129,417,61,0,27,33,13,0,0,L,1,0.1,21,0.111,25,2,1,19,52,92,5,18.4,15,25,10,25,5,12,15,62,14034
0,101,,0,U,1,02,H,F,4,0,M,0,8,1255,418,63,0,31,11,58,1,1,S,2,0.15,13.33,0.1,12,3,1,27,70,190,17,11.18,16,21,5,21,6,14,18,101,18892
0,29,31,0,U,1,02,U,F,7,0,B,0,,2532,624,82,0,24,19,50,0,0,A,2,0.231,14,0.167,10,3,1,10,24,42,3,14,10,20,10,20,5,13,15,29,31757
0,29,,0,U,1,02,U,F,,0,N,0,,2532,624,82,0,24,19,50,0,0,A,2,0.263,16.2,0.222,14,5,2,13,34,81,5,16.2,10,23,13,15,6,15,15,32,31757
0,53,59,0,U,1,02,H,F,6,0,P,0,9,2532,624,82,0,24,19,50,0,0,A,2,0.188,14.67,0,0,3,0,17,39,66,5,13.2,6,16,10,16,6,11,18,53,31757
0,65,,0,U,1,02,U,U,7,1,B,15,8,1654,504,79,0,10,23,77,0,0,A,1,0.105,13,0.111,10,2,1,20,51,81,9,9,11,16,5,16,6,13,19,64,20557
1,137,51,0,S,1,14,H,M,7,1,B,11,9,3671,1107,98,5,31,30,25,1,0,A,4,0.278,6.4,0.5,6.75,5,4,28,65,75,14,5.36,7,10,3,5,6,13,17,122,37135
0,29,39,0,U,3,08,H,F,5,1,P,0,,951,266,66,0,21,0,78,1,0,A,4,0.333,7,0.333,6,4,2,10,24,40,6,6.67,6,11,5,11,6,13,17,28,14143
1,41,,0,U,2,05,U,F,,1,N,0,,870,356,48,0,20,21,57,1,0,A,1,0.05,25,0.091,25,1,1,17,40,160,6,26.67,30,50,20,20,6,15,18,44,17028
1,77,46,0,S,2,20,H,M,2,1,B,6,7,1097,312,40,0,30,30,43,0,0,A,1,0.053,15,0,0,1,0,20,51,75,7,10.71,10,15,5,15,5,11,24,73,16896
0,77,,0,S,2,20,U,F,,1,N,0,3,899,359,67,0,30,30,43,1,1,S,2,0.1,7.5,0.111,10,2,1,24,57,74,14,5.29,7,10,3,10,6,11,24,76,14508
0,89,66,0,S,2,16,U,M,,0,N,0,5,950,325,75,0,31,28,58,0,0,A,4,0.263,10.8,0.333,11,5,3,20,48,86,11,7.82,8,11,3,11,5,13,18,87,16307
0,137,37,0,U,2,04,H,M,4,1,B,2,,1167,235,17,0,27,21,52,1,1,S,3,0.222,7.5,0.222,10,4,2,29,72,79,16,4.94,7,10,3,10,6,14,17,129,16113
0,41,,0,C,3,32,H,M,2,0,P,0,,573,170,69,0,32,6,40,0,0,A,1,0.059,20,0,0,1,0,11,30,30,2,15,10,20,10,20,4,10,21,40,6748
0,89,39,0,S,3,21,U,F,4,1,P,0,3,390,253,60,0,33,40,61,1,3,A,1,0.143,15,0.091,15,3,1,26,67,398,20,19.9,20,30,10,15,6,13,21,92,11250
1,101,44,0,S,2,20,U,F,,0,N,0,5,777,378,50,0,31,20,33,1,1,S,4,0.619,22.69,0.727,22.5,13,8,27,72,623,35,17.8,22,27,5,27,6,14,18,91,14106
0,101,27,0,S,2,16,H,F,1,1,B,2,4,672,313,83,0,36,7,46,1,0,A,1,0.125,14,0.167,15,2,1,22,54,86,9,9.56,10,15,5,15,4,9,24,96,12697
0,137,,0,S,3,21,H,U,5,0,P,0,6,625,291,67,0,67,76,0,1,1,S,4,0.263,8,0.222,8,5,2,31,79,146,28,5.21,7,8,1,8,6,13,17,130,14168
0,77,73,0,C,2,27,H,M,3,1,B,3,5,587,370,93,0,27,15,52,0,0,A,1,0.067,20,0,0,1,0,20,49,71,7,10.14,17,20,3,20,6,13,17,74,14198
0,77,52,0,C,3,30,U,M,1,0,B,0,2,1503,552,98,0,45,16,18,1,0,A,1,0.063,16,0,0,1,0,17,47,52,5,10.4,11,16,5,16,4,9,25,75,16880
0,113,22,0,C,3,30,H,F,4,1,B,9,,575,304,78,0,36,16,25,0,0,A,2,0.154,15,0.167,10,2,1,18,47,55,5,11,15,20,5,10,5,11,17,105,13956
0,137,79,0,C,3,30,H,F,1,1,P,0,1,457,186,49,0,31,6,27,1,0,A,4,0.318,8.57,0.182,7.5,7,2,32,81,190,26,7.31,5,10,5,10,6,14,18,130,10398
0,41,64,0,S,2,16,H,F,3,1,B,1,,636,391,95,3,24,20,31,0,0,A,1,0.095,20,0.2,20,2,2,15,36,65,4,16.25,15,20,5,20,6,12,22,40,19757
0,65,44,0,S,3,21,H,F,4,1,B,3,5,485,398,84,0,28,32,24,0,0,A,1,0.05,15,0,0,1,0,18,47,52,5,10.4,10,15,5,15,4,10,26,61,9150
0,77,67,0,S,3,21,U,M,1,1,B,0,,556,244,69,2,33,8,45,1,0,A,4,0.105,5.5,0.222,5.5,2,2,20,50,54,11,4.91,4,7,3,5,6,11,18,69,12936
1,89,,0,S,2,16,U,U,,0,N,0,3,827,369,64,0,29,31,0,1,1,S,4,0.474,4.22,0.455,4.2,9,5,23,58,85,19,4.47,4,7,3,5,6,13,18,81,14536
1,89,58,0,S,3,21,H,F,4,0,B,8,3,419,279,75,0,15,24,48,0,0,A,1,0.071,17,0.2,17,1,1,15,46,48,4,12,12,17,5,17,4,10,15,85,7285
0,29,63,0,S,2,17,H,F,6,0,P,0,,881,256,19,0,31,38,30,0,0,N,3,0.25,7.5,0.25,5,2,1,8,17,20,3,6.67,5,10,5,10,5,11,17,22,11782
0,101,59,0,R,2,46,U,U,,0,N,0,6,780,368,76,0,32,30,33,1,1,S,2,0.15,8.33,0.1,10,3,1,25,60,80,14,5.71,7,10,3,10,6,12,21,90,14918
1,77,68,0,T,2,36,U,M,,0,N,0,8,785,271,96,0,34,21,48,1,0,A,1,0.118,20,0.25,20,2,2,20,53,69,5,13.8,15,20,5,20,6,11,24,76,18794
1,17,47,0,S,3,21,H,F,7,1,B,24,,560,296,73,0,30,0,40,0,0,F,1,0.2,15,0.5,15,1,1,5,13,15,1,15,0,15,15,15,4,10,17,17,14237
0,137,85,0,S,2,18,H,M,5,1,B,35,6,584,374,76,0,20,29,9,1,1,S,1,0.15,10,0.2,10,3,2,37,80,132,18,7.33,5,10,5,10,6,13,21,128,13241
0,113,48,0,R,2,49,H,F,5,1,B,17,3,459,309,71,0,24,38,39,0,0,A,2,0.214,18.33,0.167,19,3,1,20,51,78,7,11.14,16,21,5,21,5,12,15,110,13440
0,29,80,0,R,2,44,U,F,5,1,M,5,,992,425,89,0,26,51,37,0,0,N,3,0.222,10,0.5,10,2,2,8,19,25,3,8.33,5,10,5,5,5,11,19,24,15831
0,53,69,0,R,2,44,U,M,6,1,M,2,6,992,425,89,0,26,51,37,0,0,A,1,0.071,15,0,0,1,0,12,31,25,2,12.5,5,15,10,15,4,9,26,52,15831
0,17,77,0,T,2,40,U,F,5,0,P,0,,1595,487,87,0,22,27,37,0,0,F,1,0.2,20,0.5,20,1,1,6,13,20,1,20,0,20,20,20,5,11,16,16,17375
0,41,45,0,T,2,40,H,M,6,0,P,0,,1595,487,87,0,22,27,37,0,0,A,1,0.167,19.33,0.222,23,3,2,14,30,68,4,17,15,25,10,21,6,12,21,37,17375
0,65,45,0,T,2,40,H,M,6,0,B,9,3,1575,593,92,0,41,20,35,0,0,A,1,0.1,17.5,0,0,2,0,16,40,45,4,11.25,15,20,5,20,6,12,23,57,19634
0,113,,0,T,1,35,H,M,7,0,B,1,,1125,508,77,0,22,21,29,1,0,A,3,0.3,5.83,0.333,6,6,3,24,60,67,15,4.47,8,10,2,7,5,11,17,102,17486
0,65,71,0,R,2,44,U,M,4,0,P,0,4,577,386,71,0,22,36,17,1,1,S,3,0.318,7.57,0.455,7.6,7,5,19,46,82,11,7.45,5,10,5,5,6,13,17,57,13344
0,29,59,0,S,1,12,H,F,6,0,P,0,,1069,468,90,0,30,53,3,0,0,N,2,0.182,10,0.2,5,2,1,7,18,20,2,10,10,15,5,15,3,9,15,27,15914
0,17,72,0,S,3,21,U,F,1,1,B,7,,488,240,68,0,22,23,38,0,0,N,2,0.143,20,0,0,1,0,7,18,40,2,20,0,20,20,20,6,13,19,20,8919
0,41,,0,S,3,21,H,F,4,0,P,0,1,480,233,51,0,40,20,57,0,0,A,1,0.063,25,0,0,1,0,13,34,45,2,22.5,5,25,20,25,6,13,20,45,12452
0,137,79,0,S,3,21,H,F,1,0,B,0,,583,374,83,0,39,22,19,1,3,A,1,0.1,9,0.222,9,2,2,31,69,99.3,20,4.97,7.95,10,2.05,10,6,16,16,123,16153
1,89,52,0,S,2,18,H,M,6,1,B,2,6,889,510,94,0,27,39,9,1,0,A,1,0.071,20,0.167,20,1,1,19,51,82,5,16.4,10,20,10,20,4,10,21,88,16731
0,17,,0,C,2,26,U,F,,0,N,0,,674,169,39,0,28,16,47,0,0,N,2,0.5,12.5,0.5,20,2,1,5,12,25,2,12.5,15,20,5,20,4,10,15,15,12593
0,101,74,0,C,2,25,H,M,2,0,B,5,3,659,272,40,0,29,18,42,1,1,S,3,0.2,8.25,0.111,9,4,1,25,62,123,16,7.69,7,12,5,8,5,12,15,90,12343
0,125,,0,C,2,27,H,U,5,0,P,0,,729,476,94,0,34,14,25,0,0,A,1,0.136,8.33,0.182,10,3,2,29,63,88,11,8,12,15,3,15,6,11,24,119,16245
0,125,64,0,C,2,25,H,U,5,1,B,6,4,845,303,56,0,36,9,17,1,0,A,2,0.188,13.33,0.167,14,3,1,26,64,97,11,8.82,9,14,5,14,5,14,16,122,16459
0,137,47,0,C,2,26,U,M,,0,N,0,3,509,243,61,0,28,16,47,1,1,S,2,0.19,15.5,0.273,15,4,3,30,68,154,14,11,17,20,3,17,6,13,18,122,9104
1,137,47,0,C,3,30,H,F,2,1,B,24,,539,254,69,0,38,30,45,1,1,S,3,0.286,8,0.5,9,4,3,28,77,150,19,7.89,5,10,5,9,5,11,17,130,12966
0,137,59,0,C,2,28,H,F,5,1,B,1,5,677,384,94,0,34,19,71,1,14,A,1,0.105,14,0,0,2,0,29,64,125,14,8.93,9,14,5,14,5,12,19,125,14693
0,53,77,0,S,2,16,H,F,1,1,B,1,3,671,264,81,0,40,38,32,1,0,A,1,0.105,16,0.111,12,2,1,19,46,89,10,8.9,15,20,5,20,5,12,16,53,11890
0,65,45,0,S,2,17,H,F,4,0,M,0,5,720,278,33,0,24,20,41,0,0,A,1,0.111,27.5,0.125,20,2,1,18,48,81,4,20.25,25,35,10,35,6,13,17,65,19889
0,137,87,0,C,2,26,U,F,1,1,B,22,5,655,338,39,3,31,40,23,1,7,A,1,0.143,25,0.1,23,3,1,30,74,492,24,20.5,25,30,5,27,5,12,18,122,14633
0,137,84,0,T,1,35,H,F,1,1,B,2,6,1291,432,89,0,35,11,39,0,0,A,1,0.048,15,0.1,15,1,1,31,69,109,12,9.08,12,15,3,15,6,13,19,125,20415
0,65,22,0,S,1,12,H,M,6,0,B,0,8,1480,597,92,0,20,46,4,1,1,S,4,0.286,10.33,0.364,10.5,6,4,21,51,117,14,8.36,10,15,5,12,6,14,15,56,16496
0,65,47,0,S,2,18,H,F,5,0,B,2,6,886,425,92,0,34,48,11,0,0,A,1,0.059,15,0,0,1,0,14,39,44,4,11,10,15,5,15,4,10,26,57,13407
0,89,75,0,S,1,12,U,M,4,1,M,8,8,967,466,79,0,29,49,6,1,1,S,2,0.15,36.33,0.2,43,3,2,25,57,195,9,21.67,36,46,10,46,6,13,21,89,15184
0,101,52,0,C,2,26,U,F,,0,N,0,5,1189,188,20,0,25,29,21,0,0,A,2,0.143,14.33,0.1,12,3,1,25,61,123,9,13.67,6,16,10,15,6,13,18,91,13623
0,89,23,0,S,2,18,H,M,5,0,P,0,7,860,488,93,0,33,30,21,0,0,A,2,0.136,17.33,0.091,16,3,1,25,63,164,11,14.91,14,20,6,20,6,13,18,89,14393
0,113,45,0,S,1,14,H,F,6,0,M,6,8,1185,593,99,0,29,52,6,0,0,A,2,0.15,14.67,0.222,12,3,2,26,64,86,9,9.56,17,20,3,10,6,14,16,113,16657
0,17,55,0,T,1,35,H,M,6,1,B,16,,1033,484,86,1,32,37,30,0,0,F,1,0.2,20,0,0,1,0,5,12,20,1,20,0,20,20,20,4,10,19,19,15685
0,29,71,0,T,1,35,H,M,7,1,B,0,,1635,608,97,0,24,51,17,0,0,N,1,0.1,25,0.25,25,1,1,7,17,25,1,25,0,25,25,25,4,9,24,24,17403
0,29,33,0,T,1,35,H,M,7,1,B,0,,1255,513,98,0,18,65,14,0,0,A,1,0.222,18.25,0.333,19.33,4,3,13,31,73,4,18.25,12,25,13,25,6,14,17,33,15680
0,77,49,0,S,2,18,H,F,6,1,B,0,7,979,415,82,0,25,40,23,1,0,A,1,0.048,15,0,0,1,0,22,53,95,10,9.5,10,15,5,15,5,10,26,75,14963
0,89,,0,T,1,35,U,F,,1,N,0,,945,432,93,0,31,20,48,1,1,S,2,0.105,10,0.125,5,2,1,21,58,74,12,6.17,10,15,5,5,4,11,22,87,16481
0,29,38,0,S,2,18,H,F,4,0,B,7,,995,410,98,0,40,35,14,0,0,N,3,0.273,8.33,0.4,7.5,3,2,9,21,25,3,8.33,5,10,5,10,6,12,17,24,14608
0,113,33,0,S,2,17,H,F,2,0,P,0,5,1015,318,63,0,26,46,10,1,1,S,2,0.111,10,0.143,10,2,1,24,62,64,13,4.92,7,10,3,6,6,13,18,105,14943
0,41,73,0,?,?,.,H,F,1,1,M,0,,688,427,90,0,0,0,0,1,0,A,3,0.25,8.8,0.3,8.67,5,3,16,36,56,7,8,5,10,5,10,6,12,21,44,13668
0,41,33,0,?,?,.,H,M,5,1,B,0,6,789,452,91,0,0,0,0,1,0,A,1,0.158,11.67,0.375,11.67,3,3,14,35,40,4,10,10,15,5,15,5,11,20,44,12661
1,29,68,0,R,2,44,H,F,4,1,B,0,,1191,357,81,0,30,16,33,1,0,N,4,0.231,23.33,0.5,23.33,3,3,10,26,125,5,25,20,30,10,30,6,16,15,26,14436
0,29,,0,T,1,35,U,M,,0,N,0,,1338,522,98,0,28,42,16,0,0,N,3,0.182,6,0.4,6,2,2,9,23,23,3,7.67,6,11,5,11,6,12,19,24,16667
0,41,75,0,T,1,35,H,F,5,1,P,0,,1079,483,78,1,27,42,23,1,1,S,4,0.444,9,0.4,7.75,8,4,15,34,82,10,8.2,6,11,5,11,6,13,15,39,15496
1,65,,0,T,2,40,U,F,,0,N,0,5,999,411,81,0,28,33,28,0,0,A,3,0.105,25,0.111,25,2,1,20,55,131,7,18.71,15,25,10,25,6,15,18,64,15934
0,77,,0,T,2,40,U,F,2,1,B,6,5,795,356,63,0,33,26,38,1,1,S,3,0.368,9.14,0.364,8.5,7,4,24,57,140,24,5.83,8,10,2,10,6,13,15,76,15253
1,77,56,0,T,2,39,H,F,5,1,B,2,5,693,407,56,0,32,37,5,1,1,S,3,0.263,8.2,0.333,7.67,5,3,22,57,112,17,6.59,7,10,3,8,5,11,18,77,11864
0,41,25,0,T,1,35,U,F,5,1,P,0,,1042,487,91,0,30,66,9,1,0,A,3,0.211,7.25,0.25,8.5,4,2,13,36,39,6,6.5,5,10,5,6,6,14,15,41,14978
0,41,,0,T,1,35,H,M,5,1,P,0,,1042,487,91,0,30,66,9,0,0,A,2,0.125,9,0.143,15,2,1,13,33,24,4,6,12,15,3,15,6,12,17,44,14978
1,29,61,0,S,1,12,H,F,5,0,B,0,,1058,479,98,1,28,29,22,0,0,A,3,0.308,8.75,0.333,7.5,4,2,10,23,35,4,8.75,5,10,5,10,6,13,16,29,18116
0,89,,0,S,2,17,U,M,,0,N,0,6,1237,612,99,0,36,30,24,1,1,S,4,0.211,11.5,0.2,12,4,2,24,65,203,20,10.15,8,13,5,11,6,13,18,81,17076
0,113,75,0,S,2,17,U,F,1,1,B,5,,886,306,37,0,27,38,20,1,0,A,1,0.105,12.5,0.25,12.5,2,2,27,69,167,18,9.28,10,15,5,10,5,12,18,113,15930
1,89,,0,S,2,16,H,F,3,0,P,0,,852,377,96,0,14,19,48,1,1,S,4,0.2,4.75,0.333,5,4,3,22,55,53,13,4.08,3,6,3,4,6,11,17,81,13398
0,89,83,0,C,2,26,H,F,1,1,B,1,5,813,340,46,0,33,17,53,0,0,A,1,0.105,17.5,0,0,2,0,22,55,75,7,10.71,20,25,5,25,6,13,18,85,20648
0,101,63,0,U,3,09,U,M,,0,N,0,1,875,166,92,0,54,0,50,0,0,A,3,0.15,10.67,0.2,12.5,3,2,25,60,87,9,9.67,15,20,5,15,6,14,17,91,12826
1,113,,0,C,1,23,U,M,1,1,M,0,6,1464,256,67,0,47,11,81,0,0,A,2,0.067,15,0,0,1,0,18,46,69,7,9.86,10,15,5,15,4,7,19,105,22015
0,137,86,0,C,2,26,U,F,,0,N,0,5,813,340,46,0,33,17,53,1,3,A,1,0.158,31.67,0.182,32.5,3,2,35,83,471,22,21.41,25,35,10,35,6,13,21,130,20648
1,137,70,0,S,2,20,U,F,2,1,B,1,6,1098,272,61,0,35,16,43,1,1,S,3,0.25,6.5,0.5,6.33,4,3,22,59,98,18,5.44,5,8,3,8,5,13,16,129,14775
0,65,71,0,U,3,08,H,F,1,0,B,13,5,660,289,84,0,22,24,65,1,0,A,4,0.263,5.4,0.25,6,5,2,17,44,40,8,5,4,7,3,7,6,12,17,63,12586
0,41,,0,S,1,12,U,F,5,0,P,0,,1303,381,43,0,31,19,18,0,0,A,1,0.091,25,0.182,25,2,2,16,35,75,3,25,0,25,25,25,6,11,24,41,15621
0,137,44,0,S,2,18,H,M,5,1,M,9,7,1116,464,99,1,30,22,31,1,0,A,1,0.063,17,0,0,1,0,27,64,104,10,10.4,12,17,5,17,4,11,18,130,14777
0,17,,0,S,2,16,U,M,,0,N,0,,902,351,60,0,28,19,37,0,0,F,1,0.25,15,0,0,1,0,4,12,15,1,15,0,15,15,15,4,10,16,16,14596
0,101,77,0,U,2,05,H,M,1,0,B,29,5,896,354,72,2,29,37,37,1,0,A,2,0.158,8.33,0.25,7.5,3,2,26,66,85,15,5.67,8,10,2,10,5,12,16,104,13729
1,17,,0,T,1,35,H,F,5,1,B,0,,1852,550,94,0,26,36,31,0,0,F,1,0.2,25,0.333,25,1,1,5,10,25,1,25,0,25,25,25,4,9,19,19,17690
0,17,32,0,S,1,12,H,M,6,1,M,2,,1613,489,87,0,34,19,50,0,0,F,1,0.167,25,0.333,25,1,1,7,17,25,1,25,0,25,25,25,5,12,21,21,21106
0,29,32,0,S,1,12,H,F,3,1,B,0,,997,474,94,0,26,25,49,0,0,A,1,0.143,22.5,0.286,22.5,2,2,11,25,45,2,22.5,5,25,20,20,6,13,24,28,15722
0,29,55,0,R,2,48,H,F,7,0,B,50,,516,215,74,0,40,14,45,0,0,A,2,0.214,21.67,0.286,20,3,2,11,27,65,3,21.67,5,25,20,25,6,14,19,29,12193
0,101,53,0,S,1,14,H,M,5,1,B,2,9,1825,675,98,0,25,38,21,0,0,A,2,0.045,25,0,0,1,0,25,69,200,8,25,20,35,15,15,6,13,18,89,24284
1,137,39,0,T,1,35,H,M,6,0,B,2,5,1852,550,94,0,26,36,31,1,1,S,3,0.318,7,0.364,7,7,4,33,81,280,38,7.37,11,14,3,7,6,12,18,126,17690
0,89,84,0,S,1,12,H,F,4,0,P,0,8,1425,509,97,2,36,28,19,1,1,S,3,0.136,8.33,0,0,3,0,25,64,110,13,8.46,12,15,3,10,6,13,18,89,19016
